iter	RMSE
397	3.123496477
398	3.119947893
399	3.118452473
400	3.110495247
401	3.104538128
402	3.103977741
403	3.100710711
404	3.097683104
405	3.095760954
406	3.092794464
407	3.091135652
408	3.085338355
409	3.081387647
410	3.077475367
411	3.071794358
412	3.068961503
413	3.063256969
414	3.055747947
415	3.050218094
416	3.045456084
417	3.044526973
418	3.041855234
419	3.039873078
420	3.03673999
421	3.032751878
422	3.026816097
423	3.026349318
424	3.026024749
425	3.017737223
426	3.012571961
427	3.00643965
428	3.003093048
429	3.002925366
430	2.999623909
431	2.992608379
432	2.984264606
433	2.976610189
434	2.973228661
435	2.969557871
436	2.964956545
437	2.955503457
438	2.954616983
439	2.952061122
440	2.945443345
441	2.9429512
442	2.936710312
443	2.93455194
444	2.933885193
445	2.933212198
446	2.929774262
447	2.924304609
448	2.923957437
449	2.916667835
450	2.91457363
451	2.912647298
452	2.912479357
453	2.9075024
454	2.900847013
455	2.897924812
456	2.889422447
457	2.886961059
458	2.880718961
459	2.880258744
460	2.873527124
461	2.870575189
462	2.865448518
463	2.865315613
464	2.860813851
465	2.857050001
466	2.854317094
467	2.85108089
468	2.850492374
469	2.845441152
470	2.844309201
471	2.839901084
472	2.831221138
473	2.829142254
474	2.826840736
475	2.822849407
476	2.816687881
477	2.815288069
478	2.81384131
479	2.81325485
480	2.812909924
481	2.810775479
482	2.803807701
483	2.798230668
484	2.796952285
485	2.793792464
486	2.788424407
487	2.780411186
488	2.777068329
489	2.773730106
490	2.768306801
491	2.76314192
492	2.762727292
493	2.760583882
494	2.758357782
495	2.756480362
496	2.75141415
497	2.746817293
498	2.745496157
499	2.742710265
500	2.738455372
501	2.734043976
502	2.7330867
503	2.727555769
504	2.723570681
505	2.720741473
506	2.719172942
507	2.716178184
508	2.712546151
509	2.710952498
510	2.710748361
511	2.705297944
512	2.704414626
513	2.700047421
514	2.694714405
515	2.691353921
516	2.689748243
517	2.685314707
518	2.684993003
519	2.681787316
520	2.679326069
521	2.675294968
522	2.672666867
523	2.666267223
524	2.66543003
525	2.658087479
526	2.656033021
527	2.653891538
528	2.651167712
529	2.647490711
530	2.643210716
531	2.639639412
532	2.638463539
533	2.631252813
534	2.629330567
535	2.622413237
536	2.617006029
537	2.613329265
538	2.612938767
539	2.610245588
540	2.606874297
541	2.603379386
542	2.600683956
543	2.59553317
544	2.592456932
545	2.588540734
546	2.584662202
547	2.580904374
548	2.579337752
549	2.578729534
550	2.573548118
551	2.569543142
552	2.567606065
553	2.567321925
554	2.562287687
555	2.562206842
556	2.558667982
557	2.549341099
558	2.547736692
559	2.543040458
560	2.538250681
561	2.534837722
562	2.531149259
563	2.524310379
564	2.517855172
565	2.517275859
566	2.515019494
567	2.510777009
568	2.510731561
569	2.509278498
570	2.507041846
571	2.505424969
572	2.504058785
573	2.500906685
574	2.50071697
575	2.496827682
576	2.489946205
577	2.486327409
578	2.483698678
579	2.480959298
580	2.478001436
581	2.473349995
582	2.469605168
583	2.463755202
584	2.461509959
585	2.456827356
586	2.452953175
587	2.448218179
588	2.44631397
589	2.444760017
590	2.440272493
591	2.432865227
592	2.430592591
593	2.423059547
594	2.419541148
595	2.418621907
596	2.417783038
597	2.416483968
598	2.413038016
599	2.408155674
600	2.404881366
601	2.403798052
602	2.399448945
603	2.398826895
604	2.396041593
605	2.392932199
606	2.389454353
607	2.386535379
608	2.383167251
609	2.379884866
610	2.378063351
611	2.377830245
612	2.375077146
613	2.371503453
614	2.36748355
615	2.364860836
616	2.362710312
617	2.358988464
618	2.353208559
619	2.348130565
620	2.340867506
621	2.338904233
622	2.336072438
623	2.334395449
624	2.333464774
625	2.332704502
626	2.32994012
627	2.328873155
628	2.324108152
629	2.319745086
630	2.318452576
631	2.313727929
632	2.313170179
633	2.307721538
634	2.303128409
635	2.298024341
636	2.291274111
637	2.287691398
638	2.285187232
639	2.278733182
640	2.273722504
641	2.273324879
642	2.270079842
643	2.267485781
644	2.266792135
645	2.264397668
646	2.261256948
647	2.259183347
648	2.25722491
649	2.25257338
650	2.250874477
651	2.247568985
652	2.244293309
653	2.243127578
654	2.238518378
655	2.233894072
656	2.230037344
657	2.226390898
658	2.224211822
659	2.222544546
660	2.219031562
661	2.216517298
662	2.214041775
663	2.210494508
664	2.209267967
665	2.204295165
666	2.199656802
667	2.195136491
668	2.191595852
669	2.190300478
670	2.187003748
671	2.181897356
672	2.181860859
673	2.175808462
674	2.172459389
675	2.168254841
676	2.165447568
677	2.16508121
678	2.161448187
679	2.159098061
680	2.157779611
681	2.15493807
682	2.151276972
683	2.149175759
684	2.148825555
685	2.143954191
686	2.141207258
687	2.139522222
688	2.137436961
689	2.134979988
690	2.130437661
691	2.127005785
692	2.12463106
693	2.122122299
694	2.118808127
695	2.11363283
696	2.111781254
697	2.110641539
698	2.108638017
699	2.107792945
700	2.10502512
701	2.103342688
702	2.101118936
703	2.099025281
704	2.097036909
705	2.096276746
706	2.095028423
707	2.093979217
708	2.092206741
709	2.086668533
710	2.083451883
711	2.08154153
712	2.079534887
713	2.078207684
714	2.0769042
715	2.074183719
716	2.07278547
717	2.069551154
718	2.063944337
719	2.061498839
720	2.059165228
721	2.056346969
722	2.055231414
723	2.052163012
724	2.050426727
725	2.047595596
726	2.045531301
727	2.044857334
728	2.04203761
729	2.041474297
730	2.039026535
731	2.036459592
732	2.032280566
733	2.029701423
734	2.026625947
735	2.023395372
736	2.020720403
737	2.018856809
738	2.016619566
739	2.016081083
740	2.015048434
741	2.012442766
742	2.010573903
743	2.007544358
744	2.00299806
745	2.000319869
746	1.997274987
747	1.9941978
748	1.992915879
749	1.989439943
750	1.986914843
751	1.985453986
752	1.981639522
753	1.978900438
754	1.976279532
755	1.972950728
756	1.969998405
757	1.968176751
758	1.964647149
759	1.963007608
760	1.96131947
761	1.958282493
762	1.956927604
763	1.952544171
764	1.952069464
765	1.949969571
766	1.946962384
767	1.943567642
768	1.940912048
769	1.93869855
770	1.935435917
771	1.934371372
772	1.931840611
773	1.930042181
774	1.927931584
775	1.926186009
776	1.924636683
777	1.921165195
778	1.918414961
779	1.916983676
780	1.915240215
781	1.912389907
782	1.909484618
783	1.908942197
784	1.906014697
785	1.9016026
786	1.896907953
787	1.896610358
788	1.893992832
789	1.888527701
790	1.886392568
791	1.885167092
792	1.883053201
793	1.881005123
794	1.877855357
795	1.876090293
796	1.874818674
797	1.87320301
798	1.871965233
799	1.869943423
800	1.866724953
801	1.863399658
802	1.860467545
803	1.858137595
804	1.855137132
805	1.852933594
806	1.847957337
807	1.842730368
808	1.841872355
809	1.838372047
810	1.836741071
811	1.834465053
812	1.832217677
813	1.831932909
814	1.829732391
815	1.829465868
816	1.826038242
817	1.823277713
818	1.82042181
819	1.818652341
820	1.816676053
821	1.813124184
822	1.808120193
823	1.807850553
824	1.806896026
825	1.805684084
826	1.80418539
827	1.803758663
828	1.803162986
829	1.801163422
830	1.799308668
831	1.798225972
832	1.797240639
833	1.795345679
834	1.793758238
835	1.791345372
836	1.79023544
837	1.78863901
838	1.787460241
839	1.786299812
840	1.782899318
841	1.781043649
842	1.779941816
843	1.778927063
844	1.777223659
845	1.774838628
846	1.773069032
847	1.771702107
848	1.769465556
849	1.765416078
850	1.762923789
851	1.760931189
852	1.759916671
853	1.757377506
854	1.755180845
855	1.752792473
856	1.750249217
857	1.745497164
858	1.74206421
859	1.739713316
860	1.736927958
861	1.734778349
862	1.732478578
863	1.730849787
864	1.728460364
865	1.72772648
866	1.726661567
867	1.724687949
868	1.722997051
869	1.720108968
870	1.718276681
871	1.717128437
872	1.716603066
873	1.715722498
874	1.713525141
875	1.71169009
876	1.709467236
877	1.708613297
878	1.707254961
879	1.705277212
880	1.703378929
881	1.70219316
882	1.700601798
883	1.698153124
884	1.696204472
885	1.693956268
886	1.690751634
887	1.689155935
888	1.688909762
889	1.688213769
890	1.685820078
891	1.683669853
892	1.682201307
893	1.680043837
894	1.679056429
895	1.677157484
896	1.67366481
897	1.671924251
898	1.670206597
899	1.66798075
900	1.66671796
901	1.666518084
902	1.665215034
903	1.663562381
904	1.661158113
905	1.659826551
906	1.658245258
907	1.656791714
908	1.655844646
909	1.654181156
910	1.653381593
911	1.651855006
912	1.647777803
913	1.645625619
914	1.643722608
915	1.642553034
916	1.640338002
917	1.639015453
918	1.637756839
919	1.636630919
920	1.634979729
921	1.632436434
922	1.63158408
923	1.629791577
924	1.627501966
925	1.626339114
926	1.624671233
927	1.621086963
928	1.619569243
929	1.617026884
930	1.612693313
931	1.61128662
932	1.60890504
933	1.607203805
934	1.60587337
935	1.603914954
936	1.600210002
937	1.599155335
938	1.595724494
939	1.592813919
940	1.591781094
941	1.58982904
942	1.588037138
943	1.586760746
944	1.584995333
945	1.58381447
946	1.582074887
947	1.581727533
948	1.580162704
949	1.577363198
950	1.574592953
951	1.57353576
952	1.572307006
953	1.571701963
954	1.570238123
955	1.56926295
956	1.567342533
957	1.565057576
958	1.563814389
959	1.562802142
960	1.561720354
961	1.559120641
962	1.557950421
963	1.557212626
964	1.555996354
965	1.555310289
966	1.553987906
967	1.552610059
968	1.549346071
969	1.548371913
970	1.546972189
971	1.544762181
972	1.542488132
973	1.541956493
974	1.540590716
975	1.540229455
976	1.537639236
977	1.536323428
978	1.53529429
979	1.534073747
980	1.533354281
981	1.53243635
982	1.531354991
983	1.530405958
984	1.529206969
985	1.527333995
986	1.526699237
987	1.524609186
988	1.523527448
989	1.522050151
990	1.52096901
991	1.520328634
992	1.518746408
993	1.516958822
994	1.514972709
995	1.51324801
996	1.512921163
997	1.510901095
998	1.508910066
999	1.506188425
